carat;cut;color;clarity;depth;table;price;x;y;z
1.16;Fair;H;SI1;65.8;58;5411;6.54;6.46;4.28
0.4;Good;G;SI1;63.3;58;655;4.66;4.69;2.96
1.7;Ideal;F;SI1;59.7;57;10853;7.73;7.65;4.59
0.41;Good;G;VS1;63.3;62;847;4.67;4.71;2.97
0.52;Good;F;SI1;65.5;66;1427;4.92;4.98;3.24
1.05;Ideal;F;VS2;62.8;57;6933;6.48;6.45;4.06
0.52;Ideal;D;VS2;61.8;55;2225;5.19;5.23;3.22
0.7;Premium;H;SI1;60;60;2331;5.79;5.72;3.5
0.7;Ideal;F;SI1;59.8;55;2665;5.83;5.75;3.46
0.32;Ideal;D;VVS2;62.2;56;1014;4.41;4.37;2.73
1.13;Premium;F;SI1;60.6;60;5581;6.76;6.67;4.07
0.56;Very Good;E;IF;59.9;60;2724;5.31;5.38;3.2
0.62;Ideal;D;SI1;61.6;55;1934;5.49;5.51;3.39
1.6;Premium;J;VS1;61.3;59;9032;7.52;7.49;4.6
0.4;Ideal;E;VVS1;61.5;56;1333;4.75;4.78;2.93
0.7;Very Good;E;SI2;62;59;2263;5.61;5.68;3.5
0.36;Premium;E;SI2;61.5;58;648;4.61;4.56;2.82
0.57;Premium;G;VS1;62.4;58;1851;5.29;5.32;3.31
0.7;Very Good;F;SI1;61.6;55;2230;5.66;5.7;3.5
1.23;Premium;F;VS2;60.8;59;9122;6.94;6.9;4.21
1.07;Premium;I;VS2;60.7;58;4491;6.62;6.66;4.03
1;Premium;G;SI1;59.6;60;5088;6.49;6.43;3.85
1.3;Very Good;G;VS1;62.5;58;10654;6.9;6.95;4.33
1.51;Good;I;SI2;63.6;60;7815;7.23;7.27;4.61
0.41;Very Good;F;SI1;63.3;58;904;4.74;4.71;2.99
2.04;Ideal;I;SI2;62.8;57;10282;8.11;8.07;5.08
1.7;Premium;I;VS2;62.7;58;10662;7.57;7.52;4.73
0.3;Ideal;E;VVS2;62;55;721;4.31;4.34;2.68
0.3;Ideal;E;VS2;61.7;55;658;4.3;4.32;2.66
0.96;Premium;F;SI1;60.6;62;4480;6.39;6.35;3.86
1;Good;H;SI1;63.9;56;4389;6.28;6.31;4.02
0.32;Premium;G;VS2;62.3;58;720;4.41;4.36;2.73
1.21;Ideal;F;IF;62.8;56;15497;6.75;6.84;4.27
1;Good;G;VS2;63.3;60;5500;6.29;6.37;4.01
0.39;Premium;I;VVS1;61.5;59;821;4.67;4.7;2.88
0.54;Ideal;F;SI2;61.2;56;1162;5.27;5.28;3.23
0.7;Very Good;E;VS1;63.4;56;3107;5.6;5.63;3.56
0.33;Ideal;D;VS2;60.9;55;781;4.47;4.5;2.73
1.6;Very Good;I;VS2;60;60;10497;7.55;7.59;4.54
1.29;Ideal;F;VS1;62.3;54.4;10727;6.93;7;4.34
0.5;Premium;E;VS2;62.9;59;1746;5.09;5.06;3.19
1.21;Ideal;I;SI1;62.4;57;5624;6.84;6.78;4.25
0.55;Very Good;F;SI1;63.1;56;1368;5.22;5.24;3.3
1.53;Ideal;D;SI1;61.2;56;13714;7.48;7.45;4.57
1.16;Good;F;SI2;63.7;63;4476;6.63;6.55;4.2
1.52;Premium;G;VS2;62.7;58;13287;7.38;7.29;4.6
0.3;Premium;D;VS2;62.5;59;911;4.28;4.23;2.66
0.5;Very Good;G;VVS2;62.9;55;1904;5.05;5.09;3.19
1.17;Premium;F;SI2;59.9;59;4092;6.82;6.86;4.1
0.51;Ideal;G;VVS2;61.6;56;1827;5.12;5.14;3.16
1.21;Ideal;I;VS2;62;60;6135;6.77;6.84;4.22
0.9;Premium;H;SI1;62;55;3377;6.21;6.17;3.84
0.71;Premium;D;SI1;59.7;59;2863;5.82;5.8;3.47
0.3;Very Good;I;VVS1;63.1;57;709;4.29;4.27;2.7
1.39;Ideal;J;VS2;60.3;57;6366;7.26;7.24;4.37
0.7;Very Good;E;VS2;61.8;59;2952;5.63;5.67;3.49
1.21;Premium;F;VS1;61.6;58;8196;6.88;6.82;4.22
0.5;Premium;F;VVS2;62.3;58;2160;5.11;5.06;3.17
1.03;Ideal;E;SI1;62;55;5411;6.46;6.5;4.02
1.01;Fair;G;SI2;67.1;59;2942;6.27;6.19;4.18
1.2;Fair;J;I1;64.9;59;3011;6.61;6.54;4.27
1.23;Premium;G;SI2;62.1;58;4918;6.85;6.8;4.24
0.34;Ideal;G;VS2;61.8;56;765;4.52;4.48;2.78
0.72;Ideal;G;SI2;61.3;56;2451;5.76;5.81;3.55
0.41;Very Good;F;VS1;63;57;931;4.66;4.7;2.95
0.5;Ideal;F;VVS2;62.3;57;1850;5.06;5.08;3.16
1.22;Very Good;I;SI2;62.9;56;5072;6.79;6.84;4.29
0.4;Ideal;G;SI2;61.9;54;622;4.75;4.8;2.94
1.27;Ideal;G;VS1;59.6;57;9431;7.09;7.06;4.22
0.4;Very Good;F;SI1;61.7;62;717;4.71;4.76;2.92
0.7;Ideal;G;VS1;61.9;55;3384;5.67;5.71;3.52
0.51;Premium;F;VS2;62.1;58;1569;5.09;5.12;3.17
0.9;Fair;F;SI1;65.1;56;3437;6.08;6.05;3.95
0.38;Good;F;VS2;63.4;62;713;4.52;4.56;2.88
0.9;Very Good;E;SI2;62.6;60;3662;6.09;6.18;3.84
0.34;Very Good;E;SI1;63.3;57;714;4.47;4.44;2.82
0.91;Ideal;E;SI2;62.6;57;3772;6.13;6.18;3.85
1.12;Premium;G;SI2;60.8;55;4798;6.84;6.69;4.11
0.61;Ideal;F;SI2;61.9;57;1588;5.45;5.41;3.36
1.6;Ideal;H;SI2;61.5;55;8779;7.53;7.55;4.64
0.31;Premium;F;VS2;61.4;62;802;4.34;4.32;2.66
1.2;Very Good;J;SI2;61.8;60;4580;6.76;6.83;4.2
0.78;Ideal;E;VS2;62.1;54;3159;5.92;5.94;3.68
1;Very Good;E;SI2;61.9;59;4311;6.39;6.43;3.97
0.31;Ideal;H;VS1;61.8;54.2;557;4.33;4.37;2.69
0.34;Ideal;I;VS1;62;56;555;4.5;4.53;2.8
1.01;Very Good;E;VVS2;60.2;60;9076;6.46;6.5;3.9
1.1;Premium;G;VS2;60.3;57;6032;6.73;6.68;4.04
0.7;Ideal;F;VS2;62.2;55;2676;5.66;5.72;3.54
1.53;Ideal;G;SI2;62.5;57;9596;7.39;7.32;4.6
0.4;Premium;D;SI1;59.9;60;990;4.77;4.75;2.85
0.34;Ideal;E;SI1;62.1;55;596;4.47;4.51;2.79
0.42;Premium;D;SI1;60.8;59;1040;4.85;4.82;2.94
1.03;Ideal;I;VS1;61.3;53;5181;6.54;6.57;4.01
1;Premium;H;VS2;61.3;61;5096;6.44;6.38;3.93
0.77;Good;H;SI1;57.2;65;2457;6.08;6.02;3.46
2;Ideal;I;SI1;62.8;56;15258;8.04;7.95;5.02
1.01;Premium;G;VS2;61.1;60;5701;6.46;6.37;3.92
1.01;Good;F;SI2;63.8;57;3597;6.36;6.31;4.04
1.03;Ideal;I;SI1;62.2;58;4434;6.45;6.41;4
1.74;Premium;J;SI2;59.7;57;8690;7.88;7.8;4.68
2.01;Fair;G;SI2;65.9;57;10887;7.85;7.78;5.15
0.84;Premium;F;SI2;62.3;59;2863;6.06;6.01;3.76
0.32;Premium;F;VS2;62.1;59;828;4.41;4.35;2.72
1.01;Good;D;SI1;63.9;62;5147;6.31;6.25;4.01
0.3;Very Good;H;VS2;61.1;61;473;4.31;4.33;2.64
0.51;Ideal;F;SI2;60.5;55;1169;5.17;5.21;3.14
0.51;Premium;E;VS2;60.3;59;1656;5.2;5.22;3.14
1.7;Good;J;VS2;64;58;8146;7.41;7.47;4.76
1;Very Good;E;VS2;62.8;60;6600;6.32;6.36;3.98
1.14;Ideal;E;SI2;62.4;57;5473;6.64;6.7;4.16
0.33;Ideal;H;IF;61.8;55.2;806;4.44;4.47;2.76
1.52;Premium;G;VS1;61.5;58;13207;7.39;7.31;4.52
0.51;Ideal;D;SI1;62.6;57;1619;5.11;5.08;3.19
0.36;Premium;H;VS2;60.9;59;568;4.58;4.62;2.8
0.9;Ideal;G;SI1;60.8;58;4008;6.2;6.29;3.8
0.74;Very Good;G;SI1;62.2;59;2762;5.73;5.82;3.59
1.12;Very Good;I;VS2;62.9;55.9;5249;6.59;6.62;4.16
0.34;Premium;H;VS1;61.4;59;765;4.53;4.5;2.77
1.5;Premium;F;VS1;62.3;58;15153;7.28;7.33;4.55
1.01;Ideal;H;SI2;61.1;56;4693;6.44;6.48;3.95
0.42;Premium;E;VS1;59.5;59;1181;4.88;4.86;2.9
1.22;Premium;H;SI2;61.6;59;5192;6.82;6.75;4.18
0.31;Ideal;F;IF;61.1;55;901;4.41;4.43;2.7
1;Very Good;E;SI1;63.3;57;5113;6.28;6.32;3.99
0.74;Premium;D;VS1;62.3;58;3461;5.79;5.77;3.6
0.34;Premium;G;VS2;60.2;58;765;4.56;4.51;2.73
0.52;Ideal;E;SI2;62.9;56;1290;5.12;5.08;3.21
1.56;Ideal;F;SI2;61.6;56;10396;7.45;7.41;4.58
0.46;Ideal;E;VS1;61.7;56;1834;4.95;5;3.07
0.72;Fair;G;I1;65.1;57;1147;5.65;5.55;3.65
2.05;Premium;G;SI2;60.1;59;16506;8.3;8.2;4.96
0.9;Fair;D;SI1;64.8;59;3689;6.1;6.03;3.93
1;Good;I;SI1;60.5;57;3878;6.4;6.46;3.89
0.44;Ideal;E;VVS2;61.8;56;1334;4.93;4.88;3.03
1.25;Ideal;H;VVS2;60.8;57;8789;6.95;6.99;4.24
1.5;Premium;E;SI1;61.5;58;11233;7.28;7.36;4.5
1.21;Premium;J;VVS2;61.7;60;5531;6.85;6.82;4.22
0.3;Premium;F;VS2;61.6;58;776;4.31;4.29;2.65
0.32;Ideal;G;IF;61.2;57;954;4.4;4.43;2.7
0.7;Premium;J;VVS2;61.9;58;1843;5.67;5.73;3.53
0.33;Very Good;D;SI1;63.1;55;728;4.4;4.38;2.77
1.7;Ideal;I;SI1;62.4;56;11228;7.68;7.64;4.78
1.01;Ideal;E;SI2;61.6;58;4668;6.45;6.5;3.99
0.75;Premium;D;SI1;62.8;60;2903;5.78;5.74;3.62
0.55;Ideal;G;VVS1;61.5;55;2473;5.28;5.26;3.24
0.7;Very Good;E;SI1;61.2;57;2753;5.68;5.73;3.49
0.2;Very Good;E;VS2;63.4;59;367;3.74;3.71;2.36
0.53;Ideal;G;VVS2;61.7;56;1948;5.2;5.23;3.22
1;Very Good;F;SI2;63.4;58;4036;6.31;6.25;3.98
0.51;Premium;D;VS2;60.9;58;1716;5.18;5.14;3.14
1.12;Very Good;G;VVS2;62.6;59;8564;6.58;6.61;4.13
1.21;Good;G;VS1;63.6;56;8741;6.8;6.72;4.3
1.03;Premium;F;SI1;61.5;59;5087;6.49;6.42;3.97
0.7;Very Good;I;VS2;62.1;56;2188;5.7;5.74;3.55
0.76;Ideal;E;SI2;61.6;55;2680;5.87;5.92;3.63
0.3;Ideal;D;VS1;61;58;601;4.3;4.36;2.64
0.91;Fair;E;SI2;64.5;60;3119;6.04;5.96;3.87
0.25;Ideal;F;VS1;61.8;57;436;4.07;4.09;2.52
0.71;Premium;F;VS1;62.1;53;2961;5.77;5.7;3.56
0.52;Ideal;E;VS2;62.2;56;1815;5.15;5.11;3.19
0.31;Ideal;G;VS2;61.4;56;698;4.36;4.34;2.67
0.8;Very Good;H;VVS2;62.9;56;3036;5.9;5.96;3.73
1.25;Premium;I;SI1;62.4;58;5740;6.89;6.85;4.29
0.71;Good;I;VS2;64.2;58;2028;5.52;5.57;3.56
0.31;Premium;E;VS2;61.6;59;872;4.35;4.32;2.67
0.6;Ideal;E;VVS1;62;53.7;3082;5.4;5.44;3.36
0.74;Ideal;F;VS2;61.9;57;3454;5.79;5.81;3.59
0.78;Ideal;F;SI2;59.7;57;2431;6.01;5.98;3.58
1.1;Ideal;D;VVS2;62;57;11233;6.62;6.57;4.09
0.42;Ideal;F;SI1;62;57;773;4.81;4.83;2.99
1.56;Ideal;G;SI1;61.2;56;11522;7.49;7.51;4.59
0.7;Premium;D;SI1;61.2;58;2512;5.74;5.7;3.5
0.31;Premium;H;VS1;61.4;56;698;4.39;4.37;2.69
0.72;Ideal;F;VS1;61.3;56;3759;5.74;5.78;3.54
0.5;Ideal;E;SI1;60.6;59;1337;5.13;5.16;3.12
0.39;Very Good;J;VVS1;61.8;56;718;4.64;4.71;2.89
0.34;Premium;E;SI2;62.4;59;477;4.42;4.46;2.77
0.75;Very Good;F;SI2;60.5;57;2274;5.88;5.95;3.58
0.31;Ideal;G;SI1;61.6;57;493;4.32;4.35;2.67
0.7;Ideal;H;SI1;61.4;57;2240;5.64;5.76;3.5
0.3;Ideal;H;VS1;62.3;55;526;4.29;4.34;2.69
1.03;Ideal;H;SI1;61;55;4759;6.56;6.59;4.01
1.5;Very Good;H;SI1;62;63;7459;7.24;7.19;4.47
0.54;Premium;G;VS1;61.1;59;1684;5.2;5.24;3.19
0.34;Ideal;E;SI1;60.4;57;723;4.53;4.55;2.74
2.03;Premium;F;SI1;61.3;59;17803;8.15;8.22;5.02
0.3;Very Good;I;SI1;62.5;57;382;4.27;4.3;2.68
1.62;Ideal;F;SI1;62.5;55;12857;7.56;7.52;4.71
1.05;Very Good;J;I1;59.6;63;2705;6.61;6.55;3.92
0.3;Ideal;E;VVS1;60.1;57;895;4.38;4.41;2.64
0.5;Ideal;H;VS1;61.9;53;1370;5.11;5.16;3.18
1.03;Ideal;F;VVS2;61.6;56;8860;6.53;6.46;4
0.38;Premium;D;SI1;59.1;58;635;4.74;4.77;2.81
1.14;Premium;D;I1;61.8;59;3950;6.62;6.74;4.13
1.7;Premium;I;VS2;61.2;59;11257;7.55;7.62;4.64
0.51;Very Good;D;SI1;61;60;1569;5.15;5.18;3.15
0.31;Ideal;E;VS2;61.7;55;642;4.35;4.37;2.69
1.51;Premium;I;SI2;61.3;55;6173;7.41;7.36;4.53
0.26;Ideal;E;VVS2;61.3;57;733;4.12;4.15;2.53
0.55;Very Good;G;VS1;62.8;57;1743;5.2;5.21;3.27
1.52;Premium;H;VS2;61;61;8001;7.45;7.38;4.52
0.3;Ideal;E;VVS1;61.4;56;895;4.33;4.37;2.67
1.1;Ideal;D;VVS2;62;57;11132;6.57;6.62;4.09
0.71;Ideal;D;VS2;61.2;57;3321;5.73;5.77;3.52
